stop_name,mainTrafficType,lat,lon
Fibichova,,49.5897903442383,17.2785091400146
Fibichova,,49.5894813537598,17.2787609100342
Hlavní nádraží,,49.5923156738281,17.2776584625244
Hlavní nádraží,,49.5917701721191,17.2777805328369
Vejdovského,,49.5906105041504,17.2702903747559
Vejdovského,,49.5904083251953,17.2696895599365
Envelopa,,49.5896186828613,17.2620105743408
Envelopa,,49.5896415710449,17.2628498077393
Tržnice,,49.5890998840332,17.2542991638184
Tržnice,,49.5893211364746,17.2536392211914
Okresní soud,,49.5917015075684,17.2500400543213
Okresní soud,,49.5922012329102,17.2492904663086
Náměstí Hrdinů,,49.5952606201172,17.2472496032715
Náměstí Hrdinů,,49.5947608947754,17.2471694946289
U Sv. Mořice,,49.5953712463379,17.2503890991211
U Sv. Mořice,,49.595588684082,17.2521305084229
Nám. Republiky,,49.5961990356445,17.2574100494385
Nám. Republiky,,49.5961608886719,17.2568607330322
U Dómu,,49.5969200134277,17.2608890533447
U Dómu,,49.5970001220703,17.2611770629883
Žižkovo nám.,,49.5959815979004,17.2653999328613
Žižkovo nám.,,49.5961685180664,17.2649707794189
U Bystřičky,,49.5946388244629,17.2703304290771
U Bystřičky,,49.5943603515625,17.2714805603027
Aut.nádraží podchod,,49.5889282226563,17.2845497131348
Aut.nádraží podchod,,49.5887298583984,17.2837696075439
Hodolanská,,49.5920715332031,17.2857398986816
Hodolanská,,49.5910682678223,17.2863807678223
Husův sbor,,49.5941886901855,17.2829494476318
Husův sbor,,49.5932006835938,17.2843208312988
Bělidla,,49.5968399047852,17.2784004211426
Bělidla,,49.596549987793,17.2786998748779
Pavlovická,,49.60205078125,17.2777996063232
Pavlovičky,,49.6014289855957,17.2762908935547
"Neředín,kremat.",,49.595458984375,17.2180500030518
"Neředín,kremat.",,49.5953788757324,17.2164001464844
Hřbitovy,,49.5960083007813,17.2237396240234
Hřbitovy,,49.595890045166,17.222240447998
U Kovárny,,49.5964508056641,17.2285594940186
U Kovárny,,49.5965194702148,17.2279396057129
Pražská,,49.5965309143066,17.2315902709961
Pražská,,49.5965690612793,17.2309608459473
Šibeník,,49.5962715148926,17.2380599975586
Šibeník,,49.5965690612793,17.2375602722168
Nádraží město,,49.5952682495117,17.2423095703125
Nádraží město,,49.5951881408691,17.2416896820068
Palackého,,49.595760345459,17.246410369873
Palackého,,49.5959281921387,17.2457103729248
U Kapličky,,49.5751991271973,17.2480449676514
U Kapličky,,49.5748558044434,17.247896194458
Rožňavská,,49.5770721435547,17.2506618499756
Rožňavská,,49.5770378112793,17.2497673034668
Zikova,,49.5775680541992,17.256706237793
Zikova,,49.5776023864746,17.2555618286133
Trnkova,,49.5798492431641,17.2570838928223
Trnkova,,49.5801315307617,17.2568664550781
V Kotlině,,49.583683013916,17.2596473693848
V Kotlině,,49.5833473205566,17.2598819732666
Šantovka,,49.5879325866699,17.2578430175781
Šantovka,,49.5876541137695,17.2580986022949
Civilní obrana,,49.5975303649902,17.2987003326416
Civilní obrana,,49.5974311828613,17.2991600036621
Lipenská,,49.5898704528809,17.298999786377
Lipenská,,49.5908317565918,17.3002395629883
Aut.nádraží podchod,,49.5886917114258,17.2847995758057
Aut.nádraží podchod,,49.5884895324707,17.284688949585
Trnkova,,49.5797004699707,17.2572193145752
Trnkova,,49.5794410705566,17.2574996948242
"Povel, škola",,49.5800094604492,17.2489109039307
"Povel, škola",,49.5799789428711,17.2487297058105
Hotelový dům,,49.582218170166,17.2454891204834
Fakultní nemocnice,,49.5807609558105,17.239709854126
Fakultní nemocnice,,49.5804786682129,17.240119934082
Pionýrská,,49.5775299072266,17.2379894256592
Pionýrská,,49.5771408081055,17.2383308410645
Nová Ulice,,49.5777015686035,17.230920791626
Nová Ulice,,49.5775108337402,17.2309703826904
Okružní,,49.5812301635742,17.2260704040527
Okružní,,49.5806694030762,17.2264995574951
Profesora Fuky,,49.5841369628906,17.2254695892334
Profesora Fuky,,49.5841331481934,17.2247543334961
Karafiátová,,49.5868911743164,17.2300796508789
Karafiátová,,49.5863304138184,17.2298698425293
Stupkova,,49.5887107849121,17.2316303253174
Stupkova,,49.5881004333496,17.2304992675781
Jílová,,49.5906715393066,17.2320804595947
Jílová,,49.5900001525879,17.2321796417236
Kmochova,,49.5931282043457,17.2313499450684
Kmochova,,49.5930404663086,17.2311305999756
Foerstrova,,49.5949897766113,17.2325496673584
Foerstrova,,49.5947914123535,17.2322101593018
Šibeník,,49.5975914001465,17.2368793487549
Šibeník,,49.5978317260742,17.236759185791
Gymnázium Hejčín,,49.6007385253906,17.2369804382324
Gymnázium Hejčín,,49.6005592346191,17.2368698120117
Ladova,,49.6024703979492,17.2418804168701
Ladova,,49.6028099060059,17.2410202026367
Na Trati,,49.602668762207,17.2360706329346
Na Trati,,49.6022796630859,17.2363395690918
Svatoplukova,,49.6053504943848,17.2320899963379
Svatoplukova,,49.6055603027344,17.231330871582
"Řepčín, Máchova",,49.6087608337402,17.2283592224121
"Řepčín, Máchova",,49.608039855957,17.2287406921387
"Řepčín, železárny",,49.6122512817383,17.225700378418
Ladova,,49.6022796630859,17.2432498931885
Na Střelnici,,49.5980911254883,17.2515296936035
Na Střelnici,,49.5989799499512,17.2513904571533
Náměstí Hrdinů,,49.5942916870117,17.2471504211426
Náměstí Hrdinů,,49.5968017578125,17.2471809387207
Tržnice,,49.5897216796875,17.2526092529297
Tržnice,,49.5895118713379,17.253589630127
Envelopa,,49.5905914306641,17.2613296508789
Envelopa,,49.590518951416,17.2609195709229
17. listopadu,,49.5948715209961,17.2651195526123
